Quilleco,Caracterización,Pobreza,,"24,37",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",68,
Quillón,Caracterización,Pobreza,,"21,99",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",88,
Quillota,Caracterización,Pobreza,,"14,31",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",188,
Quilpué,Caracterización,Pobreza,,"12,49",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",221,
Quinchao,Caracterización,Pobreza,,"6,90",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",304,
Quinta de Tilcoco,Caracterización,Pobreza,,"9,18",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",269,
Quinta Normal,Caracterización,Pobreza,,"6,43",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",309,
Quintero,Caracterización,Pobreza,,"18,06",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",127,
Quirihue,Caracterización,Pobreza,,"23,77",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",72,
Rancagua,Caracterización,Pobreza,,"11,83",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",230,
Ránquil,Caracterización,Pobreza,,"19,57",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",104,
Rauco,Caracterización,Pobreza,,"12,19",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",226,
Recoleta,Caracterización,Pobreza,,"10,09",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",255,
Renaico,Caracterización,Pobreza,,"28,09",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",43,
Renca,Caracterización,Pobreza,,"19,11",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",109,
Rengo,Caracterización,Pobreza,,"11,59",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",233,
Requínoa,Caracterización,Pobreza,,"9,69",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",260,
Retiro,Caracterización,Pobreza,,"26,59",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",53,
Rinconada,Caracterización,Pobreza,,"7,52",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",293,
Río Bueno,Caracterización,Pobreza,,"19,72",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",102,
Río Claro,Caracterización,Pobreza,,"17,09",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",141,
Río Hurtado,Caracterización,Pobreza,,"11,56",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",235,
Río Ibáñez,Caracterización,Pobreza,,"10,32",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",252,
Río Negro,Caracterización,Pobreza,,"14,78",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",179,
Río Verde,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Romeral,Caracterización,Pobreza,,"10,87",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",246,
Saavedra,Caracterización,Pobreza,,"28,83",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",36,
Sagrada Familia,Caracterización,Pobreza,,"15,04",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",177,
Salamanca,Caracterización,Pobreza,,"17,08",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",143,
San Antonio,Caracterización,Pobreza,,"17,48",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",136,
San Bernardo,Caracterización,Pobreza,,"15,67",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",162,
San Carlos,Caracterización,Pobreza,,"19,87",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",99,
San Clemente,Caracterización,Pobreza,,"13,25",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",208,
San Esteban,Caracterización,Pobreza,,"7,06",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",302,
San Fabián,Caracterización,Pobreza,,"21,00",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",96,
San Felipe,Caracterización,Pobreza,,"13,54",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",201,
San Fernando,Caracterización,Pobreza,,"15,20",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",172,
San Gregorio,Caracterización,Pobreza,,"5,66",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",315,
San Ignacio,Caracterización,Pobreza,,"26,90",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",50,
San Javier,Caracterización,Pobreza,,"24,92",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",64,
San Joaquín,Caracterización,Pobreza,,"13,48",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",203,
San José de Maipo,Caracterización,Pobreza,,"11,99",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",229,
San Juan de la Costa,Caracterización,Pobreza,,"12,22",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",225,
San Miguel,Caracterización,Pobreza,,"4,56",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",321,
San Nicolás,Caracterización,Pobreza,,"19,59",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",103,
San Pablo,Caracterización,Pobreza,,"12,48",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",222,
San Pedro,Caracterización,Pobreza,,"8,72",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",274,
San Pedro de Atacama,Caracterización,Pobreza,,"6,23",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",310,
San Pedro de la Paz,Caracterización,Pobreza,,"11,57",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",234,
San Rafael,Caracterización,Pobreza,,"27,28",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",47,
San Ramón,Caracterización,Pobreza,,"24,77",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",66,
San Rosendo,Caracterización,Pobreza,,"29,31",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",32,
San Vicente,Caracterización,Pobreza,,"5,71",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",314,
Santa Bárbara,Caracterización,Pobreza,,"35,19",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",12,
Santa Cruz,Caracterización,Pobreza,,"18,53",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",119,
Santa Juana,Caracterización,Pobreza,,"21,06",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",95,
Santa María,Caracterización,Pobreza,,"7,16",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",299,
Santiago,Caracterización,Pobreza,,"7,35",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",298,
Santo Domingo,Caracterización,Pobreza,,"8,22",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",282,
Sierra Gorda,Caracterización,Pobreza,,"4,11",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",325,
Talagante,Caracterización,Pobreza,,"14,67",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",181,
Talca,Caracterización,Pobreza,,"18,02",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",128,
Talcahuano,Caracterización,Pobreza,,"16,86",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",148,
Taltal,Caracterización,Pobreza,,"10,65",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",249,
Temuco,Caracterización,Pobreza,,"21,19",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",94,
Teno,Caracterización,Pobreza,,"13,25",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",207,
Teodoro Schmidt,Caracterización,Pobreza,,"27,14",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",49,
Tierra Amarilla,Caracterización,Pobreza,,"15,16",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",174,
Tiltil,Caracterización,Pobreza,,"9,84",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",258,
Timaukel,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Tirúa,Caracterización,Pobreza,,"23,50",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",75,
Tocopilla,Caracterización,Pobreza,,"12,65",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",219,
Toltén,Caracterización,Pobreza,,"36,69",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",8,
Tomé,Caracterización,Pobreza,,"24,33",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",69,
Torres del Payne,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Tortel,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Traiguén,Caracterización,Pobreza,,"28,73",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",37,
Trehuaco,Caracterización,Pobreza,,"22,18",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",86,
Tucapel,Caracterización,Pobreza,,"19,80",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",101,
Valdivia,Caracterización,Pobreza,,"19,83",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",100,
Vallenar,Caracterización,Pobreza,,"21,68",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",91,
Valparaíso,Caracterización,Pobreza,,"22,62",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",82,
Vichuquén,Caracterización,Pobreza,,"14,30",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",189,
Victoria,Caracterización,Pobreza,,"31,81",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",23,
Vicuña,Caracterización,Pobreza,,"18,60",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",117,
Vilcún,Caracterización,Pobreza,,"22,83",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",80,
Villa Alegre,Caracterización,Pobreza,,"15,84",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",160,
Villa Alemana,Caracterización,Pobreza,,"15,61",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",164,
Villarrica,Caracterización,Pobreza,,"19,23",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",108,
Viña del Mar,Caracterización,Pobreza,,"15,36",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",169,
Vitacura,Caracterización,Pobreza,,"1,85",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",331,
Yerbas Buenas,Caracterización,Pobreza,,"7,14",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",301,
Yumbel,Caracterización,Pobreza,,"21,85",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",90,
Yungay,Caracterización,Pobreza,,"22,66",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",81,
Zapallar,Caracterización,Pobreza,,"9,40",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",265,
Codegua,Caracterización,Desigualdad,,333,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Kazajistán,
Chimbarongo,Caracterización,Desigualdad,,332,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Pakistán,
Cabo de Hornos,Caracterización,Desigualdad,,331,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Pakistán,
María Elena,Caracterización,Desigualdad,,330,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Iraq,
Graneros,Caracterización,Desigualdad,,329,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Hungría,
Rauco,Caracterización,Desigualdad,,328,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de, Timor Oriental,
Mejillones,Caracterización,Desigualdad,,327,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Bangladesh,
Papudo,Caracterización,Desigualdad,,326,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Nepal,
Lebu,Caracterización,Desigualdad,,325,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Mali,
Curanilahue,Caracterización,Desigualdad,,324,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,India,
Pichilemu,Caracterización,Desigualdad,,323,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,India,
Requínoa,Caracterización,Desigualdad,,322,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,India,
Corral,Caracterización,Desigualdad,,321,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Croacia,
María Pinto,Caracterización,Desigualdad,,320,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Croacia,
Palmilla,Caracterización,Desigualdad,,319,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Croacia,
Catemu,Caracterización,Desigualdad,,318,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Indonesia,
Yungay,Caracterización,Desigualdad,,317,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Indonesia,
San Nicolás,Caracterización,Desigualdad,,316,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Indonesia,
Coelemu,Caracterización,Desigualdad,,315,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Indonesia,
San Vicente,Caracterización,Desigualdad,,314,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Indonesia,
Mulchén,Caracterización,Desigualdad,,313,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Togo,
Maule,Caracterización,Desigualdad,,312,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Albania,
La Pintana,Caracterización,Desigualdad,,311,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Niger,
Cañete,Caracterización,Desigualdad,,310,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Pichidegua,Caracterización,Desigualdad,,309,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Monte Patria,Caracterización,Desigualdad,,308,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Villa Alemana,Caracterización,Desigualdad,,307,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Peumo,Caracterización,Desigualdad,,306,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Cabildo,Caracterización,Desigualdad,,305,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Litueche,Caracterización,Desigualdad,,304,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Puqueldón,Caracterización,Desigualdad,,303,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Sudán,
Longaví,Caracterización,Desigualdad,,302,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Algeria,
Yerbas Buenas,Caracterización,Desigualdad,,301,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Algeria,
Maullín,Caracterización,Desigualdad,,300,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Jordania,
Paine,Caracterización,Desigualdad,,299,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Jordania,
Buin,Caracterización,Desigualdad,,298,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Jordania,
Alto Hospicio,Caracterización,Desigualdad,,297,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Vietnam,
Ñiquén,Caracterización,Desigualdad,,296,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Siria,
Olmué,Caracterización,Desigualdad,,295,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Siria,
Paihuano,Caracterización,Desigualdad,,294,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Siria,
Algarrobo,Caracterización,Desigualdad,,293,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Estonia,
Huasco,Caracterización,Desigualdad,,292,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Estonia,
Quinta de Tilcoco,Caracterización,Desigualdad,,291,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Estonia,
Castro,Caracterización,Desigualdad,,290,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Estonia,
Los Lagos,Caracterización,Desigualdad,,289,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Bosnia y Herzegovina,
Mostazal,Caracterización,Desigualdad,,288,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Bosnia y Herzegovina,
Puente Alto,Caracterización,Desigualdad,,287,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Bosnia y Herzegovina,
Llanquihue,Caracterización,Desigualdad,,286,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Bosnia y Herzegovina,
Ancud,Caracterización,Desigualdad,,285,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Bosnia y Herzegovina,
Calbuco,Caracterización,Desigualdad,,284,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Mongolia,
Tierra Amarilla,Caracterización,Desigualdad,,283,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Mongolia,
Coronel,Caracterización,Desigualdad,,282,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Mongolia,
Lota,Caracterización,Desigualdad,,281,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Mongolia,
San Antonio,Caracterización,Desigualdad,,280,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Mongolia,
Trehuaco,Caracterización,Desigualdad,,279,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Mongolia,
Canela,Caracterización,Desigualdad,,278,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Latvia,
San Fabián,Caracterización,Desigualdad,,277,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Latvia,
Santa Cruz,Caracterización,Desigualdad,,276,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Latvia,
Río Hurtado,Caracterización,Desigualdad,,275,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Uzbekistán,
Alto del Carmen,Caracterización,Desigualdad,,274,Es el lugar que la comuna ocupa en el ranking de desigualdad,,,El coeficiente de Gini (desigualdad) de la comuna es similar al de,Uzbekistán,
